"BASE_PRICE","PRICE","WEEK_END_DATE","STORE_NUM","UPC","MANUFACTURER","DISPLAY","FEATURE","TPR_ONLY","UNITS"
6.99,6.99,40303,"367","7192100337","TOMBSTONE",0,0,0,4
3.31,3.31,40632,"25253","1111087396","PRIVATE LABEL",0,0,0,11
6.15,5.51,40366,"6379","7218063052","TONYS",0,0,1,9
5.8,5.8,40849,"13859","7192100339","TOMBSTONE",0,0,0,5
6.39,6.39,39925,"6179","7192100337","TOMBSTONE",0,0,0,12
6.89,6.89,40548,"2279","7218063052","TONYS",0,0,0,4
6.72,5.27,40709,"2541","7192100339","TOMBSTONE",0,1,0,15
6.59,6.59,40387,"6431","7192100336","TOMBSTONE",0,0,0,10
5.99,5.49,39911,"21237","7192100336","TOMBSTONE",0,1,0,9
3.25,3.25,40219,"11967","1111087395","PRIVATE LABEL",0,0,0,11
6.29,6.29,39939,"6187","7192100337","TOMBSTONE",0,0,0,7
3.2,3.2,39981,"25233","1111087395","PRIVATE LABEL",0,0,0,5
5.99,5.99,40443,"23327","2066200532","KING",0,0,0,1
6.59,6.59,40499,"25261","7192100336","TOMBSTONE",0,0,0,5
5.49,5.42,40814,"23327","7192100339","TOMBSTONE",0,1,0,21
5.8,5.8,40849,"24991","7192100336","TOMBSTONE",0,0,0,13
5.99,5.99,40499,"2505","2066200530","KING",0,0,0,1
3.29,3.29,40506,"4489","1111087398","PRIVATE LABEL",0,0,0,7
5.64,5.64,40828,"13859","7192100339","TOMBSTONE",0,0,0,10
5.99,5.99,40583,"8263","2066200531","KING",0,0,0,10
5.64,5.5,40772,"19521","7192100339","TOMBSTONE",1,1,0,29
6.59,4.99,40730,"8041","7192100336","TOMBSTONE",1,1,0,15
3.23,3.23,40380,"11993","1111087396","PRIVATE LABEL",0,0,0,12
5.64,5.64,40800,"2523","7192100337","TOMBSTONE",0,0,0,11
6.39,6.39,39862,"4489","7192100339","TOMBSTONE",0,0,0,13
3.24,3.24,40618,"6379","1111087398","PRIVATE LABEL",0,0,0,7
6.39,6.39,39862,"29159","7192100336","TOMBSTONE",0,0,0,4
5.11,5.11,40562,"389","1111087396","PRIVATE LABEL",0,0,0,3
3.29,3.29,39862,"623","1111087398","PRIVATE LABEL",0,0,0,14
6.41,6.41,40219,"21213","7218063052","TONYS",0,0,0,9
6.59,6.59,40317,"8263","7192100336","TOMBSTONE",0,0,0,6
6.59,6.59,40891,"6379","2066200531","KING",0,0,0,5
6.59,5.5,40513,"23349","7192100339","TOMBSTONE",0,1,0,9
6.59,5.58,40142,"23345","7192100339","TOMBSTONE",1,1,0,12
3.33,3.33,40450,"27175","1111087395","PRIVATE LABEL",0,0,0,5
6.59,6.59,40492,"17615","7192100339","TOMBSTONE",0,0,0,10
6.99,6.99,40191,"15547","7192100339","TOMBSTONE",0,0,0,19
5.8,5.8,40863,"9825","7192100336","TOMBSTONE",0,0,0,5
4.54,4.54,40254,"387","1111087396","PRIVATE LABEL",0,0,0,3
6.59,4.47,40100,"12011","7192100337","TOMBSTONE",0,0,1,17
7.29,6.49,40086,"19523","7218063983","TONYS",0,0,1,6
5.8,5,40912,"15541","7192100337","TOMBSTONE",1,1,0,22
3.26,3.26,40499,"2505","1111087396","PRIVATE LABEL",0,0,0,9
6.99,6.99,40163,"2277","7192100339","TOMBSTONE",0,0,0,38
6.49,6.49,40156,"2523","7218063979","TONYS",0,0,0,2
6.59,6.59,40695,"21221","7192100339","TOMBSTONE",0,0,0,7
5.99,5.99,40821,"21479","2066200530","KING",0,0,0,2
6.99,4.99,40205,"387","7192100337","TOMBSTONE",1,1,0,63
6.49,6.49,40716,"19521","2066200530","KING",0,0,0,5
3.34,3.34,40702,"17627","1111087395","PRIVATE LABEL",0,0,0,9
6.64,6.64,40163,"367","7218063983","TONYS",0,0,0,2
4.79,3.71,40275,"21213","1111087395","PRIVATE LABEL",1,0,0,23
4.77,4.77,40310,"4259","1111087395","PRIVATE LABEL",0,0,0,22
3.96,3.96,39890,"21221","1111087398","PRIVATE LABEL",0,0,0,22
6.59,6.59,40296,"23345","7192100336","TOMBSTONE",0,0,0,5
3.23,3.28,40555,"8041","1111087398","PRIVATE LABEL",1,0,0,30
3.27,3.27,40107,"23345","1111087398","PRIVATE LABEL",0,0,0,5
6.79,6.79,39960,"4489","7218063983","TONYS",0,0,0,3
6.49,6.49,40891,"15763","2066200532","KING",0,0,0,3
5.8,5.8,40849,"2281","7192100336","TOMBSTONE",0,0,0,7
7.09,7.09,40632,"21213","7218063052","TONYS",0,0,0,1
3.96,3.96,40849,"23067","1111087395","PRIVATE LABEL",0,0,0,11
6.99,6.99,40184,"11761","7192100337","TOMBSTONE",0,0,0,9
6.38,6.38,40156,"15547","7218063979","TONYS",0,0,0,18
6.89,6.89,40513,"11761","7218063979","TONYS",0,0,0,3
6.59,6.59,40548,"4521","7192100339","TOMBSTONE",0,0,0,7
5.64,5.64,40828,"8041","7192100339","TOMBSTONE",0,0,0,18
6.59,6.59,40716,"21227","7192100337","TOMBSTONE",1,0,0,13
6.46,4.99,40009,"15547","7192100339","TOMBSTONE",0,1,0,33
6.99,6.99,40177,"21221","7192100337","TOMBSTONE",0,0,0,5
5.99,5.99,40450,"8263","2066200532","KING",0,0,0,6
4.89,2.97,40163,"23061","1111087396","PRIVATE LABEL",1,1,0,39
3.9,3.23,40478,"25027","1111087396","PRIVATE LABEL",0,0,1,18
3.95,3.29,40296,"13837","1111087398","PRIVATE LABEL",1,0,0,39
7.09,4.76,40674,"2277","7218063979","TONYS",0,1,0,81
4,4,40905,"23055","1111087396","PRIVATE LABEL",0,0,0,10
5.49,5.49,40793,"13827","7192100337","TOMBSTONE",0,0,0,9
5.03,5.03,40583,"2281","1111087398","PRIVATE LABEL",0,0,0,12
5.99,5.99,40513,"8041","2066200531","KING",0,0,0,4
5.78,5.78,40842,"11993","7192100336","TOMBSTONE",0,0,0,8
6.49,6.49,40317,"25001","7218063979","TONYS",0,0,0,3
6.49,6.19,40751,"2495","2066200531","KING",1,0,0,1
6.99,6.99,40107,"2279","7192100336","TOMBSTONE",0,0,0,3
7.49,7.49,40737,"28909","7218063979","TONYS",0,0,0,3
3.93,3.93,40422,"4259","1111087396","PRIVATE LABEL",0,0,0,15
5.99,5.49,39904,"2505","7192100339","TOMBSTONE",0,1,0,16
7.49,4.99,40751,"387","7218063979","TONYS",1,1,0,27
6.46,4.99,39855,"367","7218063052","TONYS",0,1,0,6
6.59,6.59,40338,"15755","7192100339","TOMBSTONE",0,0,0,3
7.29,6.49,40128,"21485","7218063052","TONYS",0,0,1,5
3.34,3.34,40443,"27175","1111087396","PRIVATE LABEL",0,0,0,2
6.79,6.79,40016,"15763","7218063983","TONYS",0,0,0,2
3.65,3.65,40821,"6379","1111087395","PRIVATE LABEL",0,0,0,10
6.59,5.64,40758,"15541","7192100336","TOMBSTONE",0,0,1,4
5.27,5.27,40842,"4489","7192100339","TOMBSTONE",0,0,0,11
6.99,6.99,40317,"8035","7192100339","TOMBSTONE",0,0,0,12
7.16,7.16,40898,"13859","7218063979","TONYS",0,0,0,3
6.59,6.59,40541,"11993","7192100337","TOMBSTONE",0,0,0,8
7.49,7.49,40849,"23075","7218063983","TONYS",1,0,0,3
6.99,4.77,40443,"11757","7192100337","TOMBSTONE",1,1,0,22
4,4,40786,"13609","1111087396","PRIVATE LABEL",0,0,0,3
3.3,3.3,40275,"10019","1111087396","PRIVATE LABEL",0,0,0,9
5.84,5.84,40373,"2277","7218063052","TONYS",0,0,0,22
4.99,3.5,40611,"9825","1111087396","PRIVATE LABEL",0,0,1,14
6.59,6.59,40170,"15763","7192100337","TOMBSTONE",0,0,0,8
3.94,3.31,39932,"6187","1111087398","PRIVATE LABEL",1,0,0,45
6.99,6.99,40170,"6187","7192100339","TOMBSTONE",0,0,0,7
5.99,5.99,40485,"2495","2066200532","KING",0,0,0,1
5.99,5.99,40499,"2281","2066200531","KING",0,0,0,10
6.49,6.49,40702,"613","2066200532","KING",0,0,0,4
3.95,3.95,40660,"6179","1111087396","PRIVATE LABEL",0,0,0,8
5.99,5.99,40562,"6179","2066200531","KING",0,0,0,5
3.3,3.3,40639,"11993","1111087396","PRIVATE LABEL",0,0,0,8
6.99,6.99,40492,"25027","7192100339","TOMBSTONE",0,0,0,28
5.29,5.29,40674,"8041","1111087396","PRIVATE LABEL",0,0,0,1
3.33,3.33,40520,"2541","1111087396","PRIVATE LABEL",0,0,0,5
6.59,6.59,40191,"15755","7192100339","TOMBSTONE",0,0,0,7
6.79,6.79,40023,"15765","7218063052","TONYS",0,0,0,2
3.14,3.14,40191,"2505","1111087395","PRIVATE LABEL",0,0,0,15
5.29,4.65,40296,"26983","1111087398","PRIVATE LABEL",0,0,1,7
4.79,3.68,40289,"21221","1111087395","PRIVATE LABEL",0,0,1,10
4.73,4.73,40226,"387","1111087395","PRIVATE LABEL",0,0,0,8
3.19,2.97,40527,"19521","1111087395","PRIVATE LABEL",0,1,0,14
5.99,5.99,40639,"13859","2066200531","KING",0,0,0,4
4,4,40856,"19265","1111087396","PRIVATE LABEL",0,0,0,16
6.49,6.49,40317,"27175","7218063979","TONYS",0,0,0,4
3.33,3.33,40366,"25261","1111087398","PRIVATE LABEL",0,0,0,23
3.92,3.92,40443,"21221","1111087396","PRIVATE LABEL",0,0,0,10
6.59,6.59,40044,"17599","7192100339","TOMBSTONE",0,0,0,6
3.22,3.22,40436,"25253","1111087395","PRIVATE LABEL",0,0,0,11
4.69,4.69,40254,"387","1111087398","PRIVATE LABEL",0,0,0,1
7.29,7.29,40625,"17627","7218063052","TONYS",0,0,0,4
6.79,5.49,40002,"15765","7218063979","TONYS",0,0,1,7
3.25,3.25,40499,"6187","1111087395","PRIVATE LABEL",0,0,0,14
3.27,3.33,40548,"21227","1111087395","PRIVATE LABEL",1,0,0,7
3.3,3.3,40016,"613","1111087396","PRIVATE LABEL",0,0,0,22
6.89,4.49,40527,"23075","7218063979","TONYS",1,1,0,28
6.03,6.03,40450,"26973","2066200531","KING",0,0,0,12
6.59,6.59,40716,"26981","7192100336","TOMBSTONE",0,0,0,1
6.59,6.59,40310,"4503","7192100339","TOMBSTONE",0,0,0,11
7.49,6.66,40870,"4503","7218063983","TONYS",0,0,1,3
7.19,4.77,40618,"21237","7192100336","TOMBSTONE",1,1,0,53
3.28,2.92,40562,"13837","1111087398","PRIVATE LABEL",1,0,0,46
7.49,7.49,40793,"13837","7218063979","TONYS",0,0,0,1
6.59,4.99,40583,"15755","7192100336","TOMBSTONE",1,1,0,19
6.18,6.18,39890,"23055","7192100337","TOMBSTONE",0,0,0,8
3.6,3.29,40737,"23349","1111087396","PRIVATE LABEL",1,0,0,32
2.99,3.31,40597,"29159","1111087396","PRIVATE LABEL",1,1,0,13
4,4,40772,"15531","1111087395","PRIVATE LABEL",0,0,0,10
3.03,3.03,40513,"29159","1111087398","PRIVATE LABEL",0,0,0,6
3.22,3.22,40471,"17599","1111087396","PRIVATE LABEL",0,0,0,15
7.19,5,40667,"389","7192100339","TOMBSTONE",1,1,0,71
3.25,3.25,40051,"13827","1111087396","PRIVATE LABEL",0,0,0,18
6.59,5.05,40457,"2513","7192100339","TOMBSTONE",0,0,1,25
6.41,6.41,40590,"19533","7192100337","TOMBSTONE",0,0,0,9
6.79,6.79,39946,"29159","7218063052","TONYS",1,0,0,3
7.49,5.14,40863,"25253","7218063052","TONYS",0,1,0,10
5.8,5.5,40877,"11761","7192100337","TOMBSTONE",1,1,0,25
5.29,3.5,40723,"26983","1111087398","PRIVATE LABEL",1,1,0,26
3.29,3.29,40002,"17615","1111087396","PRIVATE LABEL",0,0,0,8
6.49,6.49,40709,"21213","2066200530","KING",0,0,0,1
5.99,5.99,40597,"26981","2066200531","KING",0,0,0,5
7.49,7.49,40842,"28909","7218063979","TONYS",0,0,0,2
6.89,6.89,40394,"26983","7218063979","TONYS",0,0,0,3
6.49,6.49,40786,"21479","2066200530","KING",0,0,0,1
6.59,6.59,40527,"6379","7192100337","TOMBSTONE",0,0,0,13
6.59,6.59,39946,"23345","7192100339","TOMBSTONE",0,0,0,10
6.59,6.59,39939,"13859","7192100339","TOMBSTONE",0,0,0,7
6.59,5.05,40345,"8263","7192100337","TOMBSTONE",1,1,0,26
3.97,3.97,40870,"25001","1111087396","PRIVATE LABEL",0,0,0,14
7.49,5.99,40828,"623","7218063979","TONYS",0,1,0,8
6.59,5.5,40506,"21479","7192100337","TOMBSTONE",0,1,0,9
7.49,7.49,40786,"2495","7218063979","TONYS",0,0,0,1
6.49,4.49,40737,"19521","2066200531","KING",1,0,0,16
6.49,6.49,40331,"25229","2066200532","KING",0,0,0,4
4,4,40821,"2277","1111087396","PRIVATE LABEL",0,0,0,12
3.5,3.5,40877,"13853","1111087396","PRIVATE LABEL",0,0,0,6
3.34,3.34,40387,"4489","1111087395","PRIVATE LABEL",0,0,0,6
5.99,5.99,40534,"23075","2066200530","KING",0,0,0,7
6.89,4.49,40527,"8035","7218063052","TONYS",0,1,0,10
6.99,4.47,40079,"6179","7192100337","TOMBSTONE",1,1,0,26
7.49,7.49,40849,"26973","7218063983","TONYS",0,0,0,4
5.79,5.79,40373,"26973","7218063052","TONYS",0,0,0,7
6.89,6.89,40506,"8041","7218063979","TONYS",0,0,0,3
4,4,40023,"23055","1111087396","PRIVATE LABEL",0,0,0,3
3.34,3.34,40121,"4489","1111087398","PRIVATE LABEL",0,0,0,6
5.99,5.99,40646,"13859","2066200532","KING",0,0,0,4
3.97,3.97,40779,"4259","1111087398","PRIVATE LABEL",0,0,0,15
6.59,6.59,40107,"25253","7192100337","TOMBSTONE",0,0,0,4
3.38,3.38,40884,"10019","1111087395","PRIVATE LABEL",0,0,0,3
3.23,3.23,39981,"13859","1111087398","PRIVATE LABEL",0,0,0,12
4,3.32,39848,"21227","1111087396","PRIVATE LABEL",1,0,0,17
6.99,6.99,40548,"367","7192100337","TOMBSTONE",0,0,0,2
3.15,3.15,40443,"6431","1111087395","PRIVATE LABEL",0,0,0,19
7.49,4.99,40751,"8041","7218063983","TONYS",0,1,0,16
6.29,6.29,40352,"23061","7218063979","TONYS",0,0,0,2
3.34,3.23,40597,"15763","1111087398","PRIVATE LABEL",0,1,0,3
6.59,5.49,40142,"25229","7192100339","TOMBSTONE",1,1,0,42
3.27,3.29,40527,"21237","1111087395","PRIVATE LABEL",0,1,0,23
3.27,3.27,40107,"25253","1111087396","PRIVATE LABEL",0,0,0,20
3.14,3.14,40079,"19523","1111087398","PRIVATE LABEL",0,0,0,17
6.59,6.59,40044,"17615","7192100339","TOMBSTONE",1,0,0,16
5.99,5.99,40492,"19523","2066200532","KING",0,0,0,3
7.49,7.49,40835,"25021","7218063052","TONYS",0,0,0,2
6.59,4.77,40632,"23327","7192100336","TOMBSTONE",1,1,0,10
5.99,5.99,40828,"613","2066200532","KING",0,0,0,3
3.22,3.22,39995,"12011","1111087396","PRIVATE LABEL",0,0,0,14
6.89,4.48,40478,"11757","7218063983","TONYS",1,1,0,38
6.28,5.27,40709,"2495","7192100339","TOMBSTONE",1,1,0,40
4.89,4.89,40156,"24991","1111087395","PRIVATE LABEL",0,0,0,12
6.49,6.49,40779,"23345","2066200531","KING",0,0,0,2
6.59,4.47,40247,"10019","7192100337","TOMBSTONE",0,1,0,33
6.99,6.99,40219,"4259","7192100337","TOMBSTONE",0,0,0,28
6.49,6.49,40324,"15541","2066200530","KING",0,0,0,1
6.79,6.79,39827,"19523","7218063052","TONYS",0,0,0,3
6.59,6.59,40646,"25229","7192100339","TOMBSTONE",1,0,0,15
6.79,6.79,39953,"21485","7218063052","TONYS",0,0,0,3
6.99,5.06,40583,"25021","7192100337","TOMBSTONE",1,1,0,83
6.49,6.49,40387,"25261","7218063052","TONYS",0,0,0,4
3.23,3.23,40520,"6379","1111087398","PRIVATE LABEL",0,0,0,13
6.59,6.59,40716,"23061","7192100339","TOMBSTONE",0,0,0,17
6.59,5.6,40513,"11993","7192100339","TOMBSTONE",1,1,0,22
6.99,6.99,40891,"4489","2066200531","KING",0,0,0,1
7.49,5.49,40856,"11967","7218063052","TONYS",0,1,0,3
6.89,4.69,40569,"6179","7218063979","TONYS",1,1,0,8
6.49,6.49,40170,"13859","7218063052","TONYS",0,0,0,5
4.79,3.3,40380,"23067","1111087396","PRIVATE LABEL",0,0,1,2
6.27,6.27,40233,"2277","7218063983","TONYS",0,0,0,30
6.89,6.89,40387,"28909","7218063983","TONYS",0,0,0,5
6.79,5.27,40702,"13853","7192100336","TOMBSTONE",1,1,0,10
3.04,3.04,40513,"25229","1111087396","PRIVATE LABEL",0,0,0,21
6.59,4.99,40205,"21485","7192100339","TOMBSTONE",0,1,0,20
3.29,3.29,39939,"10019","1111087396","PRIVATE LABEL",0,0,0,13
6.89,6.89,40422,"2281","7218063983","TONYS",0,0,0,3
3.98,3.98,40842,"6187","1111087398","PRIVATE LABEL",0,0,0,20
3.83,3.83,40779,"21213","1111087396","PRIVATE LABEL",0,0,0,6
3.25,3.25,40373,"23327","1111087395","PRIVATE LABEL",0,0,0,19
7.49,7.49,40793,"25027","7218063979","TONYS",0,0,0,3
6.59,6.59,40324,"29159","7192100337","TOMBSTONE",0,0,0,7
6.38,6.38,40198,"4259","7218063979","TONYS",0,0,0,5
3.26,3.26,39876,"19523","1111087396","PRIVATE LABEL",0,0,0,11
7.19,7.19,40646,"15541","7192100337","TOMBSTONE",0,0,0,2
6.99,6.99,40541,"23061","7192100337","TOMBSTONE",0,0,0,15
3.23,3.23,40296,"13859","1111087395","PRIVATE LABEL",0,0,0,3
3.14,3.14,40268,"2505","1111087395","PRIVATE LABEL",0,0,0,5
6.49,4.58,40723,"8263","2066200530","KING",1,0,0,46
6.38,6.38,40163,"25001","7218063052","TONYS",0,0,0,7
6.25,6.25,40352,"23345","7218063052","TONYS",0,0,0,5
7.19,7.19,40660,"21213","7192100337","TOMBSTONE",0,0,0,4
7.19,4.77,40625,"23067","7192100336","TOMBSTONE",0,1,0,20
3.27,3.27,40261,"21479","1111087396","PRIVATE LABEL",0,0,0,1
6.59,5.64,40513,"17615","7192100336","TOMBSTONE",1,1,0,16
7.49,7.49,40709,"15763","7218063983","TONYS",0,0,0,3
6.79,6.79,39876,"17627","7218063983","TONYS",0,0,0,3
7.49,5.29,40863,"8035","7218063979","TONYS",0,1,0,6
3.24,3.24,40324,"25253","1111087395","PRIVATE LABEL",0,0,0,14
3.29,2.93,40177,"15755","1111087398","PRIVATE LABEL",0,1,0,17
4.89,4.89,40205,"21213","1111087395","PRIVATE LABEL",0,0,0,1
7.29,4.99,40240,"19521","7218063983","TONYS",0,1,0,3
6.59,4.99,40352,"29159","7192100337","TOMBSTONE",1,1,0,19
7.09,4.73,40681,"389","7218063979","TONYS",0,1,0,25
3.45,3.45,40884,"2505","1111087395","PRIVATE LABEL",0,0,0,7
3.52,3.52,40765,"13859","1111087395","PRIVATE LABEL",0,0,0,5
3.75,3.75,40793,"21485","1111087398","PRIVATE LABEL",0,0,0,6
6.59,6.59,40716,"13609","7192100336","TOMBSTONE",0,0,0,2
5.99,5.99,40863,"2277","2066200530","KING",0,0,0,24
3.34,3.34,39925,"15755","1111087398","PRIVATE LABEL",0,0,0,9
3.21,3.21,40065,"11967","1111087395","PRIVATE LABEL",0,0,0,4
6.79,6.79,39981,"613","7218063979","TONYS",0,0,0,11
6.79,6.79,39834,"2523","7218063979","TONYS",0,0,0,1
6.99,4.49,40464,"23075","7192100337","TOMBSTONE",0,1,0,31
6.53,5.49,40002,"8263","7218063983","TONYS",0,0,1,6
4.86,3.57,40618,"13609","1111087395","PRIVATE LABEL",0,0,1,13
5.15,3.54,40625,"9825","1111087398","PRIVATE LABEL",0,0,1,13
5.99,5.99,40765,"8041","2066200531","KING",0,0,0,1
6.79,6.79,39960,"13837","7218063052","TONYS",0,0,0,9
6.49,6.49,40261,"2505","7218063052","TONYS",0,0,0,3
6.49,6.49,40268,"6431","7218063979","TONYS",0,0,0,10
6.59,4.47,40254,"29159","7192100337","TOMBSTONE",1,0,0,21
3.31,2.95,40576,"23327","1111087398","PRIVATE LABEL",1,0,0,12
6.59,6.59,39988,"25253","7192100339","TOMBSTONE",0,0,0,1
7.19,7.19,40653,"21221","7192100339","TOMBSTONE",0,0,0,8
5.99,5.99,40471,"21237","2066200531","KING",0,0,0,10
3.24,3.24,39848,"21479","1111087396","PRIVATE LABEL",0,0,0,10
3.94,3.94,40856,"11757","1111087395","PRIVATE LABEL",0,0,0,9
4.79,3.83,40394,"21213","1111087398","PRIVATE LABEL",0,0,1,7
6.46,6.46,39848,"13609","7218063983","TONYS",0,0,0,2
5.99,5.99,40765,"13609","2066200531","KING",0,0,0,5
6.53,5.27,40702,"23327","7192100337","TOMBSTONE",1,1,0,14
3.34,3.34,40464,"2541","1111087395","PRIVATE LABEL",0,0,0,10
3.31,3.31,40359,"23349","1111087398","PRIVATE LABEL",0,0,0,14
5.29,3.89,40716,"23055","1111087398","PRIVATE LABEL",0,0,1,5
3.29,3.29,40247,"27175","1111087395","PRIVATE LABEL",0,0,0,6
6.99,6.99,40905,"15765","2066200530","KING",0,0,0,2
3.28,2.92,40114,"19523","1111087396","PRIVATE LABEL",0,0,1,8
7.49,5.17,40856,"17615","7218063052","TONYS",0,1,0,11
7.49,7.49,40016,"389","7192100337","TOMBSTONE",0,0,0,8
6.27,6.27,40247,"25027","7218063983","TONYS",0,0,0,10
3.93,3.93,39953,"19265","1111087396","PRIVATE LABEL",0,0,0,14
6.38,6.38,40023,"24991","7218063983","TONYS",0,0,0,8
6.59,5.64,40786,"23067","7192100337","TOMBSTONE",0,0,1,13
5.64,5.64,40793,"4503","7192100339","TOMBSTONE",0,0,0,22
5.64,5.64,40758,"29159","7192100339","TOMBSTONE",0,0,0,13
6.49,6.49,40135,"13853","7218063983","TONYS",0,0,0,2
4.73,2.96,40163,"21227","1111087396","PRIVATE LABEL",0,1,0,34
5.99,5.99,40870,"8041","2066200530","KING",0,0,0,3
5.29,4,40688,"23055","1111087395","PRIVATE LABEL",0,0,1,4
5.03,3.44,40625,"23075","1111087395","PRIVATE LABEL",0,0,1,6
7.29,4.99,40058,"2495","7218063983","TONYS",0,0,1,5
2.99,2.99,40541,"623","1111087396","PRIVATE LABEL",0,0,0,11
5.99,5.99,40576,"23345","2066200530","KING",0,0,0,8
3.23,3.23,40205,"29159","1111087396","PRIVATE LABEL",0,0,0,3
7.29,7.29,40471,"4489","7218063979","TONYS",0,0,0,3
7.49,7.49,40807,"2495","7218063979","TONYS",0,0,0,2
5.99,5.99,40555,"24991","2066200531","KING",0,0,0,31
6.59,5.02,40408,"19523","7192100337","TOMBSTONE",1,1,0,47
7.29,4.49,40450,"6379","7218063979","TONYS",0,1,0,9
6.29,6.29,39869,"367","7192100337","TOMBSTONE",0,0,0,7
6.59,4.99,40436,"12011","7192100337","TOMBSTONE",0,0,1,10
7.29,7.29,40513,"2495","7218063979","TONYS",1,0,0,1
3.31,3.31,40352,"25229","1111087398","PRIVATE LABEL",0,0,0,13
4,4,40814,"24991","1111087398","PRIVATE LABEL",0,0,0,9
3.31,3.31,40086,"11993","1111087395","PRIVATE LABEL",0,0,0,13
6.59,4.99,40436,"623","7192100339","TOMBSTONE",1,0,0,38
5.99,4.99,40527,"6179","2066200531","KING",0,0,1,10
6.1,5.03,40009,"25027","7192100337","TOMBSTONE",0,1,0,63
6.38,6.38,40142,"6179","7218063983","TONYS",0,0,0,4
5.27,5.27,40863,"4521","7192100337","TOMBSTONE",0,0,0,4
3.33,3.33,40674,"6431","1111087396","PRIVATE LABEL",0,0,0,9
5.99,5.99,40485,"11757","2066200530","KING",0,0,0,2
6.99,6.99,40898,"2495","2066200530","KING",0,0,0,7
6.29,5.29,39967,"19265","7192100339","TOMBSTONE",0,1,0,12
5.8,5.8,40856,"23345","7192100336","TOMBSTONE",0,0,0,7
3.47,3.47,40863,"613","1111087395","PRIVATE LABEL",0,0,0,10
7.49,7.49,40023,"21221","7192100339","TOMBSTONE",0,0,0,16
6.59,4.49,40261,"19533","7192100339","TOMBSTONE",1,1,0,86
4,4,40016,"21213","1111087396","PRIVATE LABEL",0,0,0,1
6.59,6.59,39988,"19523","7192100336","TOMBSTONE",0,0,0,6
6.89,6.89,40415,"23075","7218063979","TONYS",0,0,0,5
6.59,6.59,39939,"4489","7192100337","TOMBSTONE",0,0,0,11
6.99,6.99,40331,"25027","7192100339","TOMBSTONE",0,0,0,19
3.17,3.17,40226,"2541","1111087395","PRIVATE LABEL",0,0,0,8
6.59,5.64,40779,"367","7192100336","TOMBSTONE",0,0,1,3
6.99,4.5,40093,"26983","7192100339","TOMBSTONE",0,0,1,95
6.38,6.38,39967,"6179","7218063052","TONYS",0,0,0,4
6.38,6.38,39974,"2281","7218063979","TONYS",0,0,0,13
3.79,3.79,40814,"13859","1111087396","PRIVATE LABEL",0,0,0,11
3.96,3.96,40751,"21237","1111087395","PRIVATE LABEL",0,0,0,8
5.27,5.27,40884,"11967","7192100339","TOMBSTONE",0,0,0,13
6.49,6.49,40247,"613","2066200532","KING",0,0,0,1
6.27,6.27,40296,"15547","7218063983","TONYS",0,0,0,3
6.59,6.59,40534,"12011","7192100339","TOMBSTONE",0,0,0,6
6.59,5.8,40898,"26973","7192100336","TOMBSTONE",1,0,0,13
6.79,6.79,40016,"25253","7218063979","TONYS",0,0,0,1
6.59,5.09,40009,"2505","7192100339","TOMBSTONE",0,1,0,11
4.73,2.96,40184,"8041","1111087398","PRIVATE LABEL",1,1,0,54
4.79,4.79,40562,"13609","1111087395","PRIVATE LABEL",0,0,0,1
6.59,6.59,40751,"4245","7192100337","TOMBSTONE",1,0,0,10
4.79,4.79,40310,"15541","1111087396","PRIVATE LABEL",0,0,0,5
6.99,5.5,40513,"26973","7192100336","TOMBSTONE",1,1,0,6
6.99,6.99,40401,"11761","7192100337","TOMBSTONE",0,0,0,10
3.56,3.25,40912,"25253","1111087396","PRIVATE LABEL",1,1,0,21
6.99,6.99,40282,"26973","7192100339","TOMBSTONE",0,0,0,16
3.19,3.19,39848,"6379","1111087396","PRIVATE LABEL",0,0,0,11
7.09,7.09,40639,"6179","7218063983","TONYS",0,0,0,9
6.49,6.49,40877,"21479","2066200530","KING",0,0,0,1
3.92,3.28,39848,"6187","1111087398","PRIVATE LABEL",0,0,1,68
6.99,6.99,40289,"2277","7192100337","TOMBSTONE",0,0,0,24
7.29,4.49,40527,"10019","7218063979","TONYS",0,0,1,5
2.98,2.98,40261,"25261","1111087396","PRIVATE LABEL",0,0,0,7
4.23,4.23,40765,"23055","1111087398","PRIVATE LABEL",0,0,0,11
6.49,6.49,40786,"387","2066200530","KING",0,0,0,12
3.31,3.31,40261,"17615","1111087398","PRIVATE LABEL",0,0,0,12
6.59,6.59,40534,"2505","7192100337","TOMBSTONE",0,0,0,1
3.2,2.95,40163,"2505","1111087396","PRIVATE LABEL",1,1,0,27
6.59,4.97,40450,"2495","7192100337","TOMBSTONE",0,0,1,11
3.34,3.34,40303,"623","1111087395","PRIVATE LABEL",0,0,0,10
3.34,2.84,40177,"2541","1111087398","PRIVATE LABEL",0,1,0,8
6.99,6.99,40492,"2279","7192100336","TOMBSTONE",0,0,0,4
4,4,39890,"21237","1111087396","PRIVATE LABEL",0,0,0,8
6.49,6.49,40128,"23349","7218063052","TONYS",0,0,0,2
6.59,4.99,40415,"23345","7192100337","TOMBSTONE",1,1,0,18
5.99,5.99,40338,"387","2066200530","KING",0,0,0,10
3.29,3.29,40422,"23327","1111087396","PRIVATE LABEL",0,0,0,8
5.27,5.27,40877,"2505","7192100336","TOMBSTONE",0,1,0,12
3.7,3.7,40828,"25233","1111087396","PRIVATE LABEL",0,0,0,4
6.59,4.77,40625,"4503","7192100339","TOMBSTONE",1,1,0,40
